ProductID,SKU,Category_Name,Sub-Category,Product_Name,Brand,Product_Description,Gender,Color,Size,Selling_Price,Discount
PROD_00278,SKU-FAS-0278,Fashion,T-Shirts,Levi’s T-Shirts Pro,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Beige,M,71920.7,5
PROD_00279,SKU-FAS-0279,Fashion,T-Shirts,Levi’s T-Shirts Deluxe,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Pink,XXL,34817.7,15
PROD_00280,SKU-FAS-0280,Fashion,T-Shirts,H&M T-Shirts Advanced,H&M,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,White,M,15790.4,20
PROD_00281,SKU-FAS-0281,Fashion,T-Shirts,Janasya T-Shirts Advanced,Janasya,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Black,M,25790.4,20
PROD_00282,SKU-FAS-0282,Fashion,T-Shirts,H&M T-Shirts Deluxe,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Beige,XL,65544.3,10
PROD_00283,SKU-FAS-0283,Fashion,T-Shirts,H&M T-Shirts Deluxe,H&M,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Pink,L,11565.6,20
PROD_00284,SKU-FAS-0284,Fashion,T-Shirts,Levi’s T-Shirts Classic,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,White,XXL,63814.1,30
PROD_00285,SKU-FAS-0285,Fashion,T-Shirts,GoSriKi T-Shirts Premium,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Pink,M,13460.4,10
PROD_00286,SKU-FAS-0286,Fashion,T-Shirts,GoSriKi T-Shirts Classic,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Blue,S,39673.9,30
PROD_00287,SKU-FAS-0287,Fashion,T-Shirts,Levi’s T-Shirts Pro,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Blue,XXL,20186.6,30
PROD_00288,SKU-FAS-0288,Fashion,T-Shirts,GoSriKi T-Shirts Pro,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Navy,XL,6078.4,20
PROD_00289,SKU-FAS-0289,Fashion,T-Shirts,H&M T-Shirts Advanced,H&M,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Grey,XL,52846.6,5
PROD_00290,SKU-FAS-0290,Fashion,T-Shirts,H&M T-Shirts Classic,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Pink,XL,33769.5,25
PROD_00291,SKU-FAS-0291,Fashion,Salwar,Janasya Salwar Advanced,Janasya,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Navy,L,10770.75,25
PROD_00292,SKU-FAS-0292,Fashion,Salwar,BIBA Salwar Pro,BIBA,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Navy,M,37510.75,5
PROD_00293,SKU-FAS-0293,Fashion,Salwar,Janasya Salwar Deluxe,Janasya,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,White,XXL,23584.7,5
PROD_00294,SKU-FAS-0294,Fashion,Salwar,BIBA Salwar Classic,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Black,M,39231.9,10
PROD_00295,SKU-FAS-0295,Fashion,Salwar,BIBA Salwar Premium,BIBA,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,White,M,9735.2,20
PROD_00296,SKU-FAS-0296,Fashion,Salwar,BIBA Salwar Pro,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Red,XXL,51354,10
PROD_00297,SKU-FAS-0297,Fashion,Salwar,Zara Salwar Premium,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Beige,XXL,28244.7,10
PROD_00298,SKU-FAS-0298,Fashion,Salwar,BIBA Salwar Premium,BIBA,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Blue,M,22952.25,25
PROD_00299,SKU-FAS-0299,Fashion,Salwar,BIBA Salwar Deluxe,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Beige,XXL,39287.85,15
PROD_00300,SKU-FAS-0300,Fashion,Salwar,BIBA Salwar Premium,BIBA,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Maroon,L,24946.65,15
PROD_00301,SKU-FAS-0301,Fashion,Salwar,Janasya Salwar Pro,Janasya,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,White,XXL,30111.75,25
PROD_00302,SKU-FAS-0302,Fashion,Salwar,GoSriKi Salwar Pro,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Navy,M,7120.8,10
PROD_00303,SKU-FAS-0303,Fashion,Salwar,Zara Salwar Premium,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Grey,L,40817.25,25
PROD_00304,SKU-FAS-0304,Fashion,Salwar,GoSriKi Salwar Pro,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Beige,M,26334.9,10
PROD_00305,SKU-FAS-0305,Fashion,Salwar,Levi’s Salwar Pro,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Navy,L,14626.2,5
PROD_00306,SKU-FAS-0306,Fashion,Salwar,H&M Salwar Pro,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Pink,XXL,20101.5,10
PROD_00307,SKU-FAS-0307,Fashion,Salwar,H&M Salwar Advanced,H&M,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Pink,XL,14993.25,25
PROD_00308,SKU-FAS-0308,Fashion,Salwar,Zara Salwar Pro,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Red,XL,64106.7,30
PROD_00309,SKU-FAS-0309,Fashion,Salwar,Zara Salwar Deluxe,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Black,S,50136,25
PROD_00310,SKU-FAS-0310,Fashion,Salwar,Levi’s Salwar Premium,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Pink,XXL,62192.25,25
PROD_00311,SKU-FAS-0311,Fashion,Salwar,GoSriKi Salwar Deluxe,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Red,M,74145.6,10
PROD_00312,SKU-FAS-0312,Fashion,Salwar,Levi’s Salwar Classic,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Pink,XL,76765.6,20
PROD_00313,SKU-FAS-0313,Fashion,Salwar,Levi’s Salwar Classic,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Grey,S,1159.2,10
PROD_00314,SKU-FAS-0314,Fashion,Salwar,BIBA Salwar Classic,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Grey,XL,40702.25,15
PROD_00315,SKU-FAS-0315,Fashion,Salwar,Zara Salwar Classic,Zara,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Pink,L,24158.5,5
PROD_00316,SKU-FAS-0316,Fashion,Salwar,Zara Salwar Deluxe,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Pink,XXL,3834.4,20
PROD_00317,SKU-FAS-0317,Fashion,Salwar,Levi’s Salwar Advanced,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Blue,S,32072.95,5
PROD_00318,SKU-FAS-0318,Fashion,Salwar,Janasya Salwar Classic,Janasya,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,White,XL,46200,25
PROD_00319,SKU-FAS-0319,Fashion,Salwar,H&M Salwar Pro,H&M,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Navy,L,45589.55,5
PROD_00320,SKU-FAS-0320,Fashion,Salwar,GoSriKi Salwar Deluxe,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Maroon,XXL,48843.75,25
PROD_00321,SKU-FAS-0321,Fashion,Salwar,H&M Salwar Classic,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Maroon,XL,39993,25
PROD_00322,SKU-FAS-0322,Fashion,Salwar,Levi’s Salwar Advanced,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Maroon,XXL,52026.1,30
PROD_00323,SKU-FAS-0323,Fashion,Salwar,GoSriKi Salwar Advanced,GoSriKi,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Grey,S,42719.2,20
PROD_00324,SKU-FAS-0324,Fashion,Salwar,Janasya Salwar Classic,Janasya,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Pink,L,4688.1,10
PROD_00325,SKU-FAS-0325,Fashion,Salwar,BIBA Salwar Classic,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Black,S,23402.4,30
PROD_00326,SKU-FAS-0326,Fashion,Salwar,Levi’s Salwar Deluxe,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Pink,S,31100.65,15
PROD_00327,SKU-FAS-0327,Fashion,Salwar,Levi’s Salwar Premium,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Pink,L,30031.4,5
PROD_00328,SKU-FAS-0328,Fashion,Salwar,BIBA Salwar Pro,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Navy,M,44936.9,5
PROD_00329,SKU-FAS-0329,Fashion,Salwar,BIBA Salwar Advanced,BIBA,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Blue,XL,8463.2,20
PROD_00330,SKU-FAS-0330,Fashion,Salwar,H&M Salwar Pro,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Green,M,45649.25,15
PROD_00331,SKU-FAS-0331,Fashion,Salwar,GoSriKi Salwar Deluxe,GoSriKi,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Black,XXL,6970.85,15
PROD_00332,SKU-FAS-0332,Fashion,Salwar,Janasya Salwar Premium,Janasya,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Red,XL,44084.8,20
PROD_00333,SKU-FAS-0333,Fashion,Salwar,BIBA Salwar Premium,BIBA,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Maroon,XL,35531.3,30
PROD_00334,SKU-FAS-0334,Fashion,Salwar,BIBA Salwar Classic,BIBA,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Blue,M,67076.8,20
PROD_00335,SKU-FAS-0335,Fashion,Salwar,Zara Salwar Classic,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Grey,XXL,38362.5,25
PROD_00336,SKU-FAS-0336,Fashion,Salwar,Janasya Salwar Premium,Janasya,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,White,L,35831.75,15
PROD_00337,SKU-FAS-0337,Fashion,Salwar,GoSriKi Salwar Advanced,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Grey,XXL,16492.8,20
PROD_00338,SKU-FAS-0338,Fashion,Salwar,GoSriKi Salwar Deluxe,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Green,XL,70680.95,5
PROD_00339,SKU-FAS-0339,Fashion,Salwar,H&M Salwar Advanced,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Green,L,67229.05,15
PROD_00340,SKU-FAS-0340,Fashion,Salwar,Levi’s Salwar Premium,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Maroon,XXL,50768.2,30
PROD_00341,SKU-FAS-0341,Fashion,Kurtas,GoSriKi Kurtas Advanced,GoSriKi,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Green,XXL,14796.25,5
PROD_00342,SKU-FAS-0342,Fashion,Kurtas,H&M Kurtas Deluxe,H&M,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Pink,L,89636.3,5
PROD_00343,SKU-FAS-0343,Fashion,Kurtas,BIBA Kurtas Classic,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Pink,XXL,79937.75,5
PROD_00344,SKU-FAS-0344,Fashion,Kurtas,GoSriKi Kurtas Advanced,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Maroon,L,80923.85,5
PROD_00345,SKU-FAS-0345,Fashion,Kurtas,Janasya Kurtas Pro,Janasya,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,White,XXL,29381.4,10
PROD_00346,SKU-FAS-0346,Fashion,Kurtas,Zara Kurtas Classic,Zara,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Black,XL,62408.5,30
PROD_00347,SKU-FAS-0347,Fashion,Kurtas,Zara Kurtas Advanced,Zara,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Beige,M,28133.25,25
PROD_00348,SKU-FAS-0348,Fashion,Kurtas,GoSriKi Kurtas Pro,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Green,XXL,2775.9,5
PROD_00349,SKU-FAS-0349,Fashion,Kurtas,Janasya Kurtas Deluxe,Janasya,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Pink,M,9003,25
PROD_00350,SKU-FAS-0350,Fashion,Kurtas,Levi’s Kurtas Pro,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Blue,L,84679.2,5
PROD_00351,SKU-FAS-0351,Fashion,Kurtas,Levi’s Kurtas Deluxe,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Navy,XXL,56869.4,30
PROD_00352,SKU-FAS-0352,Fashion,Kurtas,GoSriKi Kurtas Pro,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Beige,L,21554.55,5
PROD_00353,SKU-FAS-0353,Fashion,Kurtas,GoSriKi Kurtas Advanced,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Pink,XXL,6027.2,20
PROD_00354,SKU-FAS-0354,Fashion,Kurtas,Levi’s Kurtas Pro,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Beige,M,23190.4,20
PROD_00355,SKU-FAS-0355,Fashion,Kurtas,Levi’s Kurtas Deluxe,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Grey,L,1179,10
PROD_00356,SKU-FAS-0356,Fashion,Kurtas,GoSriKi Kurtas Premium,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,White,S,90909.3,5
PROD_00357,SKU-FAS-0357,Fashion,Kurtas,BIBA Kurtas Pro,BIBA,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Grey,XXL,40875.75,25
PROD_00358,SKU-FAS-0358,Fashion,Kurtas,Janasya Kurtas Premium,Janasya,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Maroon,XXL,34453.05,15
PROD_00359,SKU-FAS-0359,Fashion,Kurtas,Levi’s Kurtas Advanced,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Blue,S,7805.55,15
PROD_00360,SKU-FAS-0360,Fashion,Kurtas,BIBA Kurtas Advanced,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Pink,S,1914.2,15
PROD_00361,SKU-FAS-0361,Fashion,Kurtas,Zara Kurtas Deluxe,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,White,L,67705.6,20
PROD_00362,SKU-FAS-0362,Fashion,Kurtas,Janasya Kurtas Pro,Janasya,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Grey,S,2069.2,30
PROD_00363,SKU-FAS-0363,Fashion,Kurtas,Levi’s Kurtas Deluxe,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Black,L,35780.25,25
PROD_00364,SKU-FAS-0364,Fashion,Kurtas,H&M Kurtas Pro,H&M,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Maroon,XL,49901.4,10
PROD_00365,SKU-FAS-0365,Fashion,Kurtas,H&M Kurtas Deluxe,H&M,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,White,XXL,62869.5,25
PROD_00366,SKU-FAS-0366,Fashion,Kurtas,GoSriKi Kurtas Pro,GoSriKi,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Maroon,XL,52898.25,25
PROD_00367,SKU-FAS-0367,Fashion,Kurtas,BIBA Kurtas Classic,BIBA,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Black,XXL,90422.9,5
PROD_00368,SKU-FAS-0368,Fashion,Kurtas,Levi’s Kurtas Pro,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Pink,S,28992.75,25
PROD_00369,SKU-FAS-0369,Fashion,Kurtas,GoSriKi Kurtas Premium,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Red,XXL,19012.8,15
PROD_00370,SKU-FAS-0370,Fashion,Kurtas,BIBA Kurtas Classic,BIBA,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Red,L,57207.5,30
PROD_00371,SKU-FAS-0371,Fashion,Kurtas,Janasya Kurtas Classic,Janasya,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Blue,XL,11010.75,25
PROD_00372,SKU-FAS-0372,Fashion,Kurtas,H&M Kurtas Classic,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Red,S,56565,10
PROD_00373,SKU-FAS-0373,Fashion,Kurtas,Janasya Kurtas Advanced,Janasya,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Black,XL,60612.65,15
PROD_00374,SKU-FAS-0374,Fashion,Kurtas,H&M Kurtas Premium,H&M,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Pink,M,42892.5,25
PROD_00375,SKU-FAS-0375,Fashion,Kurtas,Zara Kurtas Deluxe,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Red,L,6579.2,20
PROD_00376,SKU-FAS-0376,Fashion,Kurtas,BIBA Kurtas Premium,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Blue,XXL,67276.65,15
PROD_00377,SKU-FAS-0377,Fashion,Kurtas,GoSriKi Kurtas Pro,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Pink,L,55012,15
PROD_00378,SKU-FAS-0378,Fashion,Kurtas,H&M Kurtas Deluxe,H&M,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Green,XL,22318.35,5
PROD_00379,SKU-FAS-0379,Fashion,Kurtas,Janasya Kurtas Deluxe,Janasya,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Navy,XL,73009.8,10
PROD_00380,SKU-FAS-0380,Fashion,Kurtas,BIBA Kurtas Advanced,BIBA,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Navy,M,17083.8,10
PROD_00381,SKU-FAS-0381,Fashion,Kurtas,Levi’s Kurtas Advanced,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Grey,XXL,74283,25
PROD_00382,SKU-FAS-0382,Fashion,Kurtas,Levi’s Kurtas Deluxe,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,White,XXL,5560.8,20
PROD_00383,SKU-FAS-0383,Fashion,Kurtas,Levi’s Kurtas Pro,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Green,S,23403,25
PROD_00384,SKU-FAS-0384,Fashion,Kurtas,Levi’s Kurtas Advanced,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Red,S,52329.75,25
PROD_00385,SKU-FAS-0385,Fashion,Kurtas,GoSriKi Kurtas Advanced,GoSriKi,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Red,S,2198.7,10
PROD_00386,SKU-FAS-0386,Fashion,Kurtas,H&M Kurtas Deluxe,H&M,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Grey,L,28759.2,20
PROD_00387,SKU-FAS-0387,Fashion,Kurtas,GoSriKi Kurtas Deluxe,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Green,M,66934.4,20
PROD_00388,SKU-FAS-0388,Fashion,Kurtas,GoSriKi Kurtas Pro,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Red,M,34536,25
PROD_00389,SKU-FAS-0389,Fashion,Kurtas,Zara Kurtas Advanced,Zara,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Black,S,26966.8,30
PROD_00390,SKU-FAS-0390,Fashion,Kurtas,Levi’s Kurtas Classic,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Green,XL,76670.85,15
PROD_00391,SKU-FAS-0391,Fashion,Kurtas,Zara Kurtas Advanced,Zara,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Blue,XL,87039.95,5
PROD_00392,SKU-FAS-0392,Fashion,Kurtas,H&M Kurtas Premium,H&M,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Maroon,XXL,36412.3,15
PROD_00393,SKU-FAS-0393,Fashion,Kurtas,BIBA Kurtas Deluxe,BIBA,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Navy,S,48861.9,10
PROD_00394,SKU-FAS-0394,Fashion,Kurtas,H&M Kurtas Classic,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Pink,S,92809.3,5
PROD_00395,SKU-FAS-0395,Fashion,Kurtas,H&M Kurtas Pro,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,White,S,83393.1,10
